
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      978    0.029    0.000    0.029    0.000 {built-in method winreg.QueryValueEx}
        9    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
    18171    0.156    0.000    0.156    0.000 {built-in method zlib.crc32}
        9    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
      392    0.013    0.000    0.013    0.000 {function DatetimeLikeArrayMixin.copy at 0x0000021EC91BE310}
     1347    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x0000021EC92C33A0}
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000021EC81D1A60}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x0000021EC81804C0}
       18    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x0000021EC961A280}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
      247    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
     5562    0.026    0.000    0.026    0.000 {method '__exit__' of 'PyHKEY' objects}
      583    0.008    0.000    0.009    0.000 {method '__exit__' of '_io._IOBase' objects}
      725    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2749    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
       29    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
     8132    0.007    0.000    0.007    0.000 {method '_from_backing_data' of 'pandas._libs.arrays.NDArrayBacked' objects}
     7941    0.001    0.000    0.001    0.000 {method '_set_freq' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
        3    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      192    0.001    0.000    0.002    0.000 {method 'add' of 'pandas._libs.internals.BlockPlacement' objects}
  7226557    0.733    0.000    0.733    0.000 {method 'add' of 'set' objects}
      292    0.001    0.000    0.002    0.000 {method 'all' of 'numpy.generic' objects}
    56871    0.085    0.000    0.495    0.000 {method 'all' of 'numpy.ndarray' objects}
  1303732    1.452    0.000    7.815    0.000 {method 'any' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
  8077142    1.322    0.000    1.322    0.000 {method 'append' of 'list' objects}
  3592359    0.770    0.000    0.770    0.000 {method 'append' of 'xml.etree.ElementTree.Element' objects}
      906    0.062    0.000    0.062    0.000 {method 'argsort' of 'numpy.ndarray' objects}
    45338    0.071    0.000    0.071    0.000 {method 'astype' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
   262826    0.606    0.000    0.606    0.000 {method 'clear' of 'dict' objects}
    27239    0.108    0.000    0.108    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
      119    0.000    0.000    0.000    0.000 {method 'clear_mapping' of 'pandas._libs.index.IndexEngine' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000   71.028   35.514 {method 'close' of 'generator' objects}
       57    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.XMLParser' objects}
    17040    3.074    0.000    3.074    0.000 {method 'compress' of 'zlib.Compress' objects}
       92    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      122    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
   962755    5.429    0.000    5.429    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
    55132    0.515    0.000    0.515    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     1122    0.068    0.000    0.068    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        8    0.000    0.000    0.000    0.000 {method 'detach' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       16    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
    17571    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      688    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      263    0.117    0.000    0.117    0.000 {method 'factorize' of 'pandas._libs.hashtable.Int64HashTable' objects}
        2    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
       25    0.011    0.000    0.011    0.000 {method 'factorize' of 'pandas._libs.hashtable.StringHashTable' objects}
     1171    1.521    0.001    1.521    0.001 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
   331734    0.298    0.000    0.298    0.000 {method 'fill' of 'numpy.ndarray' objects}
      731    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       32    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       70    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
      369    0.013    0.000    0.013    0.000 {method 'findall' of 're.Pattern' objects}
   166772    0.098    0.000    0.098    0.000 {method 'finditer' of 're.Pattern' objects}
   567189    0.186    0.000    0.186    0.000 {method 'findtext' of 'xml.etree.ElementTree.Element' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
        9    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
        8    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
    18320    0.013    0.000    0.013    0.000 {method 'format' of 'str' objects}
   860278    0.313    0.000    0.313    0.000 {method 'get' of 'dict' objects}
      134    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
  1701880    0.283    0.000    0.283    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
   662022    6.613    0.000    6.613    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
     7615    0.001    0.000    0.001    0.000 {method 'get_item' of 'pandas._libs.hashtable.Int64HashTable' objects}
       30    0.006    0.000    0.006    0.000 {method 'get_labels_groupby' of 'pandas._libs.hashtable.Int64HashTable' objects}
  1284532    1.693    0.000    1.693    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        3    0.000    0.000    0.001    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
       27    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        8    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
     1564    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       67    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
      133    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       13    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
     1102    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
      865    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
   507415    0.143    0.000    0.143    0.000 {method 'items' of 'dict' objects}
       46    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
 14648608    2.389    0.000    2.389    0.000 {method 'items' of 'xml.etree.ElementTree.Element' objects}
        8    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
25109/25038    0.008    0.000    0.041    0.000 {method 'join' of 'str' objects}
   105664    0.036    0.000    0.036    0.000 {method 'keys' of 'dict' objects}
      282    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
   291407    0.059    0.000    0.059    0.000 {method 'lower' of 'str' objects}
      925    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       85    0.006    0.000    0.006    0.000 {method 'map' of 'pandas._libs.hashtable.Int64HashTable' objects}
     4517    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
   511211    0.657    0.000    4.150    0.000 {method 'max' of 'numpy.ndarray' objects}
    60283    0.083    0.000    0.522    0.000 {method 'min' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
   160839    1.085    0.000    1.085    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 {method 'normalize' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
      995    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
  1143259    0.235    0.000    0.235    0.000 {method 'pop' of 'dict' objects}
   192822    0.128    0.000    0.128    0.000 {method 'pop' of 'list' objects}
       78    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
  1161848    0.147    0.000    0.147    0.000 {method 'popleft' of 'collections.deque' objects}
       28    0.001    0.000    0.001    0.000 {method 'put' of 'numpy.ndarray' objects}
   284837    0.180    0.000    0.180    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'ravel' of 'pandas._libs.arrays.NDArrayBacked' objects}
    18320    0.169    0.000    0.169    0.000 {method 'read' of '_io.BufferedReader' objects}
       80    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        1    0.010    0.010    0.010    0.010 {method 'read' of '_io.TextIOWrapper' objects}
  2450932   13.696    0.000   13.696    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       79    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       31    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
      878    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
   335962    0.595    0.000    0.595    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'reshape' of 'pandas._libs.arrays.NDArrayBacked' objects}
        5    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
     2312    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      429    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
       30    0.032    0.001    0.032    0.001 {method 'round' of 'numpy.ndarray' objects}
     4293    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
    14988    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
    29402    0.020    0.000    0.020    0.000 {method 'search' of 're.Pattern' objects}
      726    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedReader' objects}
       29    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedWriter' objects}
        9    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
       10    0.000    0.000    0.000    0.000 {method 'set' of 'xml.etree.ElementTree.Element' objects}
      835    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       53    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        9    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       98    0.060    0.001    0.060    0.001 {method 'sort' of 'numpy.ndarray' objects}
